allele,gene_family,whitelisted_taxa,product_name,scope,type,subtype,class,subclass,refseq_protein_accession,refseq_nucleotide_accession,curated_refseq_start,genbank_protein_accession,genbank_nucleotide_accession,genbank_strand,genbank_start,genbank_stop,refseq_strand,refseq_start,refseq_stop,pubmed_reference,blacklisted_taxa,synonyms,hierarchy_node,db_version,refseq_gene,refseq_protein,refseq_genome,refseq_organism,refseq_parent,rrefseq_protein,refseq_same_parent,genbank_organsim_nuc,genbank_strain_nuc,genbank_organsim_prot,genbank_strain_prot,strain,parent_taxon
,vanX-B,,D-Ala-D-Ala dipeptidase VanX-B,core,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_063856771.1,NG_048484.1,No,AAQ12895.1,AF550667.1,+,1102,1710,+,101.0,709.0,14617162,,,vanX-B,2023-11-15.1,Enterococcus faecium BM4524 vanX-B,D-Ala-D-Ala dipeptidase VanX-B,,Enterococcus faecium,Enterococcus faecium,D-Ala-D-Ala dipeptidase VanX-B,Enterococcus faecium,Enterococcus faecium,BM4524,Enterococcus faecium,BM4524,Enterococcus faecium BM4524,http://www.wikidata.org/entity/Q140010
,vanX-B,,D-Ala-D-Ala dipeptidase VanX-B,core,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_063856770.1,NG_048481.1,No,AAB05628.1,U35369.1,+,6005,6613,+,101.0,709.0,8631706,,,vanX-B,2023-11-15.1,Enterococcus faecalis V583 vanX-B,D-Ala-D-Ala dipeptidase VanX-B,,Enterococcus faecalis,Enterococcus faecalis,D-Ala-D-Ala dipeptidase VanX-B,Enterococcus faecalis,Enterococcus faecalis,V583,Enterococcus faecalis,V583,Enterococcus faecalis V583,http://www.wikidata.org/entity/Q140014
,vanX-D,,D-Ala-D-Ala dipeptidase VanX-D,core,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_023043158.1,NG_048491.1,No,BAE96118.1,AB242319.1,+,5046,5654,+,101.0,709.0,12499162,,,vanX-D,2023-11-15.1,Enterococcus raffinosus GV5 vanX-D,D-Ala-D-Ala dipeptidase VanX-D,,Enterococcus raffinosus,Bacillota,D-Ala-D-Ala dipeptidase VanX-D,Bacillota,Enterococcus raffinosus,GV5,Enterococcus raffinosus,GV5,Enterococcus raffinosus GV5,http://www.wikidata.org/entity/Q17119101
,vanX-D,,D-Ala-D-Ala dipeptidase VanX-D,core,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_023042861.1,NG_048487.1,No,AAD42185.1,AF130997.1,+,5120,5728,+,101.0,709.0,10368136,,,vanX-D,2023-11-15.1,Enterococcus faecium BM4339 vanX-D,D-Ala-D-Ala dipeptidase VanX-D,,Enterococcus faecium,Enterococcus faecium,D-Ala-D-Ala dipeptidase VanX-D,Enterococcus faecium,Enterococcus faecium,BM4339,Enterococcus faecium,BM4339,Enterococcus faecium BM4339,http://www.wikidata.org/entity/Q140010
,vanX-D,,D-Ala-D-Ala dipeptidase VanX-D,core,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_063856773.1,NG_048488.1,No,AAD51061.1,AF175293.1,+,5116,5724,+,101.0,709.0,10835012,,,vanX-D,2023-11-15.1,Enterococcus faecium N97-330 vanX-D,D-Ala-D-Ala dipeptidase VanX-D,,Enterococcus faecium,Enterococcus faecium,D-Ala-D-Ala dipeptidase VanX-D,Enterococcus faecium,Enterococcus faecium,N97-330,Enterococcus faecium,N97-330,Enterococcus faecium N97-330,http://www.wikidata.org/entity/Q140010
,vanX-D,,D-Ala-D-Ala dipeptidase VanX-D,core,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_063856774.1,NG_048489.1,No,AAR37061.1,AY489045.1,+,5047,5655,+,101.0,709.0,15308604,,,vanX-D,2023-11-15.1,Enterococcus faecium N03-0072 vanX-D,D-Ala-D-Ala dipeptidase VanX-D,,Enterococcus faecium,Enterococcus faecium,D-Ala-D-Ala dipeptidase VanX-D,Enterococcus faecium,Enterococcus faecium,N03-0072,Enterococcus faecium,N03-0072,Enterococcus faecium N03-0072,http://www.wikidata.org/entity/Q140010
,vanX-D,,D-Ala-D-Ala dipeptidase VanX-D,core,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_063856775.1,NG_048490.1,No,AAZ98840.1,DQ172830.1,+,5017,5628,+,101.0,712.0,16495270,,,vanX-D,2023-11-15.1,Enterococcus gallinarum N04-0414 vanX-D,D-Ala-D-Ala dipeptidase VanX-D,,Enterococcus gallinarum,Enterococcus gallinarum,D-Ala-D-Ala dipeptidase VanX-D,Enterococcus gallinarum,Enterococcus gallinarum,N04-0414,Enterococcus gallinarum,N04-0414,Enterococcus gallinarum N04-0414,http://www.wikidata.org/entity/Q5380225
,vanX-D,,D-Ala-D-Ala dipeptidase VanX-D,core,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_028530136.1,NG_048492.1,No,ABS72059.1,EF508033.1,+,5067,5675,+,101.0,709.0,17724150,,,vanX-D,2023-11-15.1,Ruminococcus gauvreauii CCRI-16110 vanX-D,D-Ala-D-Ala dipeptidase VanX-D,,Ruminococcus gauvreauii,Eubacteriales,D-Ala-D-Ala dipeptidase VanX-D,Eubacteriales,Ruminococcus gauvreauii,CCRI-16110,Ruminococcus gauvreauii,CCRI-16110,Ruminococcus gauvreauii CCRI-16110,http://www.wikidata.org/entity/Q26283016
,vanX-D,,D-Ala-D-Ala dipeptidase VanX-D,core,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_063856776.1,NG_048493.1,No,ACM47288.1,EU999036.1,+,5045,5653,+,101.0,709.0,19258279,,,vanX-D,2023-11-15.1,Enterococcus faecium A902 vanX-D,D-Ala-D-Ala dipeptidase VanX-D,,Enterococcus faecium,Bacillota,D-Ala-D-Ala dipeptidase VanX-D,Bacillota,Enterococcus faecium,A902,Enterococcus faecium,A902,Enterococcus faecium A902,http://www.wikidata.org/entity/Q140010
,vanX-I,,D-Ala-D-Ala dipeptidase VanX-I,core,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_015943580.1,NG_055644.1,No,ACL19707.1,CP001336.1,+,1776505,1777113,+,101.0,709.0,25042042,,,vanX-I,2023-11-15.1,Desulfitobacterium hafniense DCB-2 vanX-I,D-Ala-D-Ala dipeptidase VanX-I,,Desulfitobacterium hafniense DCB-2,Desulfitobacterium hafniense,D-Ala-D-Ala dipeptidase VanX-I,Desulfitobacterium hafniense,Desulfitobacterium hafniense DCB-2,DCB-2,Desulfitobacterium hafniense DCB-2,DCB-2,Desulfitobacterium hafniense DCB-2,http://www.wikidata.org/entity/Q3706079
,vanX-M,,D-Ala-D-Ala dipeptidase VanX-M,core,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_063856777.1,NG_048495.1,No,ACL82962.1,FJ349556.1,+,5894,6502,+,101.0,709.0,20733041,,,vanX-M,2023-11-15.1,Enterococcus faecium Efm-HS0661 vanX-M,D-Ala-D-Ala dipeptidase VanX-M,,Enterococcus faecium,Lactobacillales,D-Ala-D-Ala dipeptidase VanX-M,Lactobacillales,Enterococcus faecium,Efm-HS0661,Enterococcus faecium,Efm-HS0661,Enterococcus faecium Efm-HS0661,http://www.wikidata.org/entity/Q140010
,vanX-P,,D-Ala-D-Ala dipeptidase VanX-P,core,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_222891056.1,NG_088382.1,No,MBY8651252.1,JAINTN010000010.1,-,16155,16763,+,101.0,709.0,,,,vanX-P,2023-11-15.1,Enterococcus faecium 2112-2516-P2 vanX-P,D-Ala-D-Ala dipeptidase VanX-P,,Enterococcus faecium,Enterococcus faecium,D-Ala-D-Ala dipeptidase VanX-P,Enterococcus faecium,Enterococcus faecium,2112-2516-P2,Enterococcus faecium,2112-2516-P2,Enterococcus faecium 2112-2516-P2,http://www.wikidata.org/entity/Q140010
,vanX-Pt,,D-Ala-D-Ala dipeptidase VanX-Pt,core,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_063856779.1,NG_048497.1,No,AAX19285.1,AY926880.2,+,4769,5377,+,101.0,709.0,,,,vanX-Pt,2023-11-15.1,Paenibacillus thiaminolyticus RSA1221 vanX-Pt,D-Ala-D-Ala dipeptidase VanX-Pt,,Paenibacillus thiaminolyticus,Paenibacillus thiaminolyticus,D-Ala-D-Ala dipeptidase VanX-Pt,Paenibacillus thiaminolyticus,Paenibacillus thiaminolyticus,RSA1221,Paenibacillus thiaminolyticus,RSA1221,Paenibacillus thiaminolyticus RSA1221,http://www.wikidata.org/entity/Q26270482
,vanX-Pt,,D-Ala-D-Ala dipeptidase VanX-Pt,core,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_063856780.1,NG_048498.1,No,AAY52006.1,DQ018710.1,+,7107,7715,+,101.0,709.0,16189102,,,vanX-Pt,2023-11-15.1,Paenibacillus thiaminolyticus PT-2B1 vanX-Pt,D-Ala-D-Ala dipeptidase VanX-Pt,,Paenibacillus thiaminolyticus,Paenibacillus thiaminolyticus,D-Ala-D-Ala dipeptidase VanX-Pt,Paenibacillus thiaminolyticus,Paenibacillus thiaminolyticus,PT-2B1,Paenibacillus thiaminolyticus,PT-2B1,Paenibacillus thiaminolyticus PT-2B1,http://www.wikidata.org/entity/Q26270482
,vanX-Pt,,D-Ala-D-Ala dipeptidase VanX-Pt,core,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_063856781.1,NG_048499.1,No,AAY52017.1,DQ018711.1,+,5166,5750,+,101.0,685.0,16189102,,,vanX-Pt,2023-11-15.1,Paenibacillus apiarius PA-B2B vanX-Pt,D-Ala-D-Ala dipeptidase VanX-Pt,,Paenibacillus apiarius,Paenibacillus apiarius,D-Ala-D-Ala dipeptidase VanX-Pt,Paenibacillus apiarius,Paenibacillus apiarius,PA-B2B,Paenibacillus apiarius,PA-B2B,Paenibacillus apiarius PA-B2B,http://www.wikidata.org/entity/Q26269679
,vanX-Sc,,D-Ala-D-Ala dipeptidase VanX-Sc,core,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_011029111.1,NG_048500.1,No,CAB45463.1,AL939117.1,+,55404,56012,+,101.0,709.0,,,,vanX-Sc,2023-11-15.1,Streptomyces coelicolor A3(2) vanX-Sc,D-Ala-D-Ala dipeptidase VanX-Sc,,Streptomyces coelicolor A3(2),Streptomyces,D-Ala-D-Ala dipeptidase VanX-Sc,Streptomyces,Streptomyces coelicolor A3(2),,Streptomyces coelicolor A3(2),,Streptomyces coelicolor A3(2),http://www.wikidata.org/entity/Q2355919
,vanXY,,D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-G2,core,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_063856783.1,NG_048502.1,No,ABB17544.1,FJ872410.1,+,40374,41138,+,101.0,865.0,16723588,,,vanXY-G2,2023-11-15.1,Enterococcus faecalis N03-0233 vanXY,D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-G2,,Enterococcus faecalis,Enterococcus faecalis,D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-G2,Enterococcus faecalis,Enterococcus faecalis,N03-0233,Enterococcus faecalis,N03-0233,Enterococcus faecalis N03-0233,http://www.wikidata.org/entity/Q140014
,vanXY-C,,D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-C,core,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_003126779.1,NG_048503.1,No,AAF61331.1,AF162694.1,+,2439,3011,+,101.0,673.0,"10564477,10817725",,,vanXY-C,2023-11-15.1,Enterococcus gallinarum BM4174 vanXY-C,D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-C,,Enterococcus gallinarum,Enterococcus,D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-C,Enterococcus,Enterococcus gallinarum,BM4174,Enterococcus gallinarum,BM4174,Enterococcus gallinarum BM4174,http://www.wikidata.org/entity/Q5380225
,vanXY-C,,D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-C,core,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_010749757.1,NG_048505.1,No,AAK58490.1,AY033764.1,+,1075,1647,+,101.0,673.0,12615874,,,vanXY-C,2023-11-15.1,Enterococcus casseliflavus CCM 439 vanXY-C,D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-C,,Enterococcus casseliflavus,Enterococcus,D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-C,Enterococcus,Enterococcus casseliflavus,CCM 439,Enterococcus casseliflavus,CCM 439,Enterococcus casseliflavus CCM 439,http://www.wikidata.org/entity/Q5834259
,vanXY-C,,D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-C,core,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_063856795.1,NG_048506.1,No,ABX79409.1,EU151752.1,+,1078,1650,+,101.0,673.0,19216682,,,vanXY-c4,2023-11-15.1,Enterococcus casseliflavus F32 vanXY-C,D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-C,,Enterococcus casseliflavus,Enterococcus casseliflavus,"D,D-carboxypeptidase/D,D-dipeptidase VanXY",Enterococcus casseliflavus,Enterococcus casseliflavus,F32,Enterococcus casseliflavus,F32,Enterococcus casseliflavus F32,http://www.wikidata.org/entity/Q5834259
,vanXY-C,,D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-C,core,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_063856799.1,NG_048507.1,No,ABX79414.1,EU151753.1,+,1078,1650,+,101.0,673.0,19216682,,,vanXY-c4,2023-11-15.1,Enterococcus casseliflavus eS852 vanXY-C,D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-C,,Enterococcus casseliflavus,Enterococcus casseliflavus,"D,D-carboxypeptidase/D,D-dipeptidase VanXY",Enterococcus casseliflavus,Enterococcus casseliflavus,eS852,Enterococcus casseliflavus,eS852,Enterococcus casseliflavus eS852,http://www.wikidata.org/entity/Q5834259
,vanXY-C,,D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-C,core,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_060792852.1,NG_048508.1,No,ABX79419.1,EU151754.1,+,1078,1650,+,101.0,673.0,19216682,,,vanXY-c2/3,2023-11-15.1,Enterococcus casseliflavus F22 vanXY-C,D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-C,,Enterococcus casseliflavus,Enterococcus,"D,D-carboxypeptidase/D,D-dipeptidase VanXY",Enterococcus,Enterococcus casseliflavus,F22,Enterococcus casseliflavus,F22,Enterococcus casseliflavus F22,http://www.wikidata.org/entity/Q5834259
,vanXY-C,,D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-C,core,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_063856805.1,NG_048509.1,No,ABX79421.1,EU151755.1,+,1078,1650,+,101.0,673.0,19216682,,,vanXY-C,2023-11-15.1,Enterococcus casseliflavus eS693 vanXY-C,D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-C,,Enterococcus casseliflavus,Enterococcus casseliflavus,D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-C,Enterococcus casseliflavus,Enterococcus casseliflavus,eS693,Enterococcus casseliflavus,eS693,Enterococcus casseliflavus eS693,http://www.wikidata.org/entity/Q5834259
,vanXY-C,,D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-C,core,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_008377360.1,NG_048510.1,No,ABX79423.1,EU151756.1,+,1078,1650,+,101.0,673.0,19216682,,,vanXY-c4,2023-11-15.1,Enterococcus casseliflavus F29 vanXY-C,D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-C,,Enterococcus casseliflavus,Enterococcus,"D,D-carboxypeptidase/D,D-dipeptidase VanXY",Enterococcus,Enterococcus casseliflavus,F29,Enterococcus casseliflavus,F29,Enterococcus casseliflavus F29,http://www.wikidata.org/entity/Q5834259
,vanXY-C,,D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-C,core,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_005228842.1,NG_048511.1,No,ABX79425.1,EU151757.1,+,1078,1650,+,101.0,673.0,19216682,,,vanXY-c2/3,2023-11-15.1,Enterococcus casseliflavus eS477 vanXY-C,D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-C,,Enterococcus casseliflavus,Enterococcus,"D,D-carboxypeptidase/D,D-dipeptidase VanXY",Enterococcus,Enterococcus casseliflavus,eS477,Enterococcus casseliflavus,eS477,Enterococcus casseliflavus eS477,http://www.wikidata.org/entity/Q5834259
,vanXY-E,,D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-E,core,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_063856813.1,NG_048512.1,No,AAL27443.1,FJ872411.1,+,40766,41347,+,101.0,682.0,12019119,,,vanXY-E,2023-11-15.1,Enterococcus faecalis N00-0410 vanXY-E,D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-E,,Enterococcus faecalis,Enterococcus faecalis,D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-E,Enterococcus faecalis,Enterococcus faecalis,N00-0410,Enterococcus faecalis,N00-0410,Enterococcus faecalis N00-0410,http://www.wikidata.org/entity/Q140014
,vanXY-L,,D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-L,core,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_063856817.1,NG_048513.1,No,ABX54688.1,EU250284.1,+,1997,2578,+,101.0,682.0,18458129,,,vanXY-L,2023-11-15.1,Enterococcus faecalis N06-0364 vanXY-L,D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-L,,Enterococcus faecalis,Enterococcus faecalis,D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-L,Enterococcus faecalis,Enterococcus faecalis,N06-0364,Enterococcus faecalis,N06-0364,Enterococcus faecalis N06-0364,http://www.wikidata.org/entity/Q140014
,vanXY-N,,D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-N,core,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_063856820.1,NG_048514.1,No,AEP40501.1,JF802084.2,+,1593,2165,+,101.0,673.0,21807981,,,vanXY-N,2023-11-15.1,Enterococcus faecium UCN71 vanXY-N,D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-N,,Enterococcus faecium,Enterococcus,D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-N,Enterococcus,Enterococcus faecium,UCN71,Enterococcus faecium,UCN71,Enterococcus faecium UCN71,http://www.wikidata.org/entity/Q140010
,vanY-B,,D-Ala-D-Ala carboxypeptidase VanY-B,core,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_002416070.1,NG_048519.1,No,AAF72360.1,AF192329.1,+,26223,27029,+,101.0,907.0,10846226,,vanYB,vanY-B,2023-11-15.1,Enterococcus faecalis BM4382 pIP834 vanY-B,D-Ala-D-Ala carboxypeptidase VanY-B,,Enterococcus faecalis,Terrabacteria group,D-Ala-D-Ala carboxypeptidase VanY-B,Terrabacteria group,Enterococcus faecalis,BM4382,Enterococcus faecalis,BM4382,Enterococcus faecalis BM4382,http://www.wikidata.org/entity/Q140014
,vanY-B,,D-Ala-D-Ala carboxypeptidase VanY-B,core,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_002368695.1,NG_055633.1,No,AAB05624.1,U35369.1,+,2359,3165,+,101.0,907.0,8631706,,vanYB,vanY-B,2023-11-15.1,Enterococcus faecalis V583 vanY-B,D-Ala-D-Ala carboxypeptidase VanY-B,,Enterococcus faecalis,Enterococcus,D-Ala-D-Ala carboxypeptidase VanY-B,Enterococcus,Enterococcus faecalis,V583,Enterococcus faecalis,V583,Enterococcus faecalis V583,http://www.wikidata.org/entity/Q140014
,vanY-D,,transpeptidase-like D-Ala-D-Ala carboxypeptidase VanY-D,core,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_063856881.1,NG_048523.1,No,BAE96115.1,AB242319.1,+,1958,3025,+,101.0,1168.0,17000737,,vanYD,vanY-D,2023-11-15.1,Enterococcus raffinosus GV5 vanY-D,transpeptidase-like D-Ala-D-Ala carboxypeptidase VanY-D,,Enterococcus raffinosus,Bacillota,transpeptidase-like D-Ala-D-Ala carboxypeptidase VanY-D,Bacillota,Enterococcus raffinosus,GV5,Enterococcus raffinosus,GV5,Enterococcus raffinosus GV5,http://www.wikidata.org/entity/Q17119101
,vanY-D,,transpeptidase-like D-Ala-D-Ala carboxypeptidase VanY-D,core,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_063856854.1,NG_048520.1,No,AAD42182.1,AF130997.1,+,2032,3102,+,101.0,1171.0,10368136,,vanYD,vanY-D,2023-11-15.1,Enterococcus faecium BM4339 vanY-D,transpeptidase-like D-Ala-D-Ala carboxypeptidase VanY-D,,Enterococcus faecium,Enterococcus faecium,transpeptidase-like D-Ala-D-Ala carboxypeptidase VanY-D,Enterococcus faecium,Enterococcus faecium,BM4339,Enterococcus faecium,BM4339,Enterococcus faecium BM4339,http://www.wikidata.org/entity/Q140010
,vanY-D,,transpeptidase-like D-Ala-D-Ala carboxypeptidase VanY-D,core,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_063856862.1,NG_048521.1,No,AAD51058.1,AF175293.1,+,2025,3095,+,101.0,1171.0,10835012,,vanYD,vanY-D,2023-11-15.1,Enterococcus faecium N97-330 vanY-D,transpeptidase-like D-Ala-D-Ala carboxypeptidase VanY-D,,Enterococcus faecium,Enterococcus faecium,transpeptidase-like D-Ala-D-Ala carboxypeptidase VanY-D,Enterococcus faecium,Enterococcus faecium,N97-330,Enterococcus faecium,N97-330,Enterococcus faecium N97-330,http://www.wikidata.org/entity/Q140010
,vanY-D,,transpeptidase-like D-Ala-D-Ala carboxypeptidase VanY-D,core,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_063856871.1,NG_048522.1,No,AAZ98837.1,DQ172830.1,+,1959,2999,+,101.0,1141.0,16495270,,vanYD,vanY-D,2023-11-15.1,Enterococcus gallinarum N04-0414 vanY-D,transpeptidase-like D-Ala-D-Ala carboxypeptidase VanY-D,,Enterococcus gallinarum,Enterococcus gallinarum,transpeptidase-like D-Ala-D-Ala carboxypeptidase VanY-D,Enterococcus gallinarum,Enterococcus gallinarum,N04-0414,Enterococcus gallinarum,N04-0414,Enterococcus gallinarum N04-0414,http://www.wikidata.org/entity/Q5380225
,vanY-D,,transpeptidase-like D-Ala-D-Ala carboxypeptidase VanY-D,core,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_049898469.1,NG_048524.1,No,ABS72056.1,EF508033.1,+,1976,3046,+,101.0,1171.0,17724150,,vanYD,vanY-D,2023-11-15.1,Ruminococcus gauvreauii CCRI-16110 vanY-D,transpeptidase-like D-Ala-D-Ala carboxypeptidase VanY-D,,Ruminococcus gauvreauii,Ruminococcus gauvreauii,transpeptidase-like D-Ala-D-Ala carboxypeptidase VanY-D,Ruminococcus gauvreauii,Ruminococcus gauvreauii,CCRI-16110,Ruminococcus gauvreauii,CCRI-16110,Ruminococcus gauvreauii CCRI-16110,http://www.wikidata.org/entity/Q26283016
,vanY-D,,transpeptidase-like D-Ala-D-Ala carboxypeptidase VanY-D,core,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_109545033.1,NG_048525.2,Yes,,EU999036.1,+,1957,3024,+,101.0,1168.0,,,vanYD,vanY-D,2023-11-15.1,Enterococcus faecium A902 vanY-D,transpeptidase-like D-Ala-D-Ala carboxypeptidase VanY-D,,Enterococcus faecium,Enterococcus faecium,transpeptidase-like D-Ala-D-Ala carboxypeptidase VanY-D,Enterococcus faecium,Enterococcus faecium,A902,,,Enterococcus faecium A902,http://www.wikidata.org/entity/Q140010
,vanY-G1,,D-Ala-D-Ala carboxypeptidase VanY-G1,core,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_021418926.1,NG_048528.1,No,ABA71729.1,DQ212986.1,+,4223,5062,+,101.0,940.0,16723588,,,vanY-G1,2023-11-15.1,Enterococcus faecalis G1-01247 vanY-G1,D-Ala-D-Ala carboxypeptidase VanY-G1,,Enterococcus faecalis,Bacillota,D-Ala-D-Ala carboxypeptidase VanY-G1,Bacillota,Enterococcus faecalis,G1-01247,Enterococcus faecalis,G1-01247,Enterococcus faecalis G1-01247,http://www.wikidata.org/entity/Q140014
,vanY-N,,"D,D-peptidase/D,D-carboxypeptidase VanY-N",core,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_063856825.1,NG_048515.1,No,CAD91202.1,AJ561198.1,+,15271,15861,+,101.0,691.0,,,,vanY-N,2023-11-15.1,Nonomuraea gerenzanensis ATCC 39727 vanY-N,"D,D-peptidase/D,D-carboxypeptidase VanY-N",,Nonomuraea gerenzanensis,Nonomuraea gerenzanensis,"D,D-peptidase/D,D-carboxypeptidase VanY-N",Nonomuraea gerenzanensis,Nonomuraea gerenzanensis,ATCC 39727,Nonomuraea gerenzanensis,ATCC 39727,Nonomuraea gerenzanensis ATCC 39727,http://www.wikidata.org/entity/Q29566267
,vanY-Pt,,D-Ala-D-Ala carboxypeptidase VanY-Pt,core,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_063856920.1,NG_048532.1,No,ACV60627.1,AY926880.2,+,5831,6721,+,101.0,991.0,,,,vanY-Pt,2023-11-15.1,Paenibacillus thiaminolyticus RSA1221 vanY-Pt,D-Ala-D-Ala carboxypeptidase VanY-Pt,,Paenibacillus thiaminolyticus,Paenibacillus thiaminolyticus,D-Ala-D-Ala carboxypeptidase VanY-Pt,Paenibacillus thiaminolyticus,Paenibacillus thiaminolyticus,RSA1221,Paenibacillus thiaminolyticus,RSA1221,Paenibacillus thiaminolyticus RSA1221,http://www.wikidata.org/entity/Q26270482
,vanY-Pt,,D-Ala-D-Ala carboxypeptidase VanY-Pt,core,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_063856910.1,NG_048530.1,No,AAY52007.1,DQ018710.1,+,8162,9046,+,101.0,985.0,16189102,,,vanY-Pt,2023-11-15.1,Paenibacillus thiaminolyticus PT-2B1 vanY-Pt,D-Ala-D-Ala carboxypeptidase VanY-Pt,,Paenibacillus thiaminolyticus,Paenibacillus thiaminolyticus,D-Ala-D-Ala carboxypeptidase VanY-Pt,Paenibacillus thiaminolyticus,Paenibacillus thiaminolyticus,PT-2B1,Paenibacillus thiaminolyticus,PT-2B1,Paenibacillus thiaminolyticus PT-2B1,http://www.wikidata.org/entity/Q26270482
