allele,gene_family,whitelisted_taxa,product_name,scope,type,subtype,class,subclass,refseq_protein_accession,refseq_nucleotide_accession,curated_refseq_start,genbank_protein_accession,genbank_nucleotide_accession,genbank_strand,genbank_start,genbank_stop,refseq_strand,refseq_start,refseq_stop,pubmed_reference,blacklisted_taxa,synonyms,hierarchy_node,db_version,refseq_parent_taxon,refseq_protein,refseq_parent_taxon2,refseq_gene,refseq_protein2,refseq_genome,refseq_organism,refseq_tax_id,genbank_organism,genbank_strain,genbank_organism2,genbank_strain2,genbank_tax_id,strain,parent_taxon
qnrB39,qnrB,,quinolone resistance pentapeptide repeat protein QnrB39,core,AMR,AMR,QUINOLONE,QUINOLONE,WP_006684339.1,NG_050501.1,No,EFE09657.1,ABWL02000005.1,-,133566,134210,+,101.0,745.0,,,,qnrB39,2024-01-31.1,Citrobacter youngae,quinolone resistance pentapeptide repeat protein QnrB39,Citrobacter youngae,Citrobacter youngae ATCC 29220 qnrB,quinolone resistance pentapeptide repeat protein QnrB39,,Citrobacter youngae ATCC 29220,taxon:500640,Citrobacter youngae ATCC 29220,ATCC 29220,Citrobacter youngae ATCC 29220,ATCC 29220,taxon:500640,Citrobacter youngae ATCC 29220,http://www.wikidata.org/entity/Q16958597
,rox,,rifampin monooxygenase Rox,core,AMR,AMR,RIFAMYCIN,RIFAMPIN,WP_011210071.1,NG_052045.1,No,BAD58386.1,AP006618.1,+,3747377,3748798,+,101.0,1522.0,,,,rox_nf,2024-01-31.1,Nocardia farcinica,rifampin monooxygenase Rox,Nocardia farcinica,Nocardia farcinica IFM 10152 rox,rifampin monooxygenase Rox,,Nocardia farcinica IFM 10152,taxon:247156,Nocardia farcinica IFM 10152,IFM 10152,Nocardia farcinica IFM 10152,IFM 10152,taxon:247156,Nocardia farcinica IFM 10152,http://www.wikidata.org/entity/Q7046294
,spw,,ANT(9) family aminoglycoside nucleotidyltransferase Spw,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_002294509.1,NG_048075.1,Yes,,CP024781.1,-,1553414,1554223,+,101.0,910.0,,,,spw,2024-01-31.1,Bacteria,ANT(9) family aminoglycoside nucleotidyltransferase Spw,Bacteria,Lactobacillus johnsonii pf01 spw,ANT(9) family aminoglycoside nucleotidyltransferase Spw,,Lactobacillus johnsonii pf01,taxon:1037411,,,Lactobacillus johnsonii pf01,pf01,taxon:1037411,Lactobacillus johnsonii pf01,http://www.wikidata.org/entity/Q3825299
,str,,streptomycin adenylyltransferase Str,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_010711054.1,NG_048078.1,No,CAA63519.1,X92946.1,-,18060,18908,+,101.0,949.0,"11257023,11735367",,,str,2024-01-31.1,Bacteria,streptomycin adenylyltransferase Str,Bacteria,Lactococcus lactis subsp. lactis K214 pK214 str,streptomycin adenylyltransferase Str,,Lactococcus lactis subsp. lactis K214,taxon:889971,Lactococcus lactis subsp. lactis K214,K214,Lactococcus lactis subsp. lactis K214,K214,taxon:889971,Lactococcus lactis subsp. lactis K214,http://www.wikidata.org/entity/Q133598
,sul2,,sulfonamide-resistant dihydropteroate synthase Sul2,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,WP_001043260.1,NG_051852.1,No,AAK64592.1,AY034138.1,-,16029,16844,+,101.0,916.0,11600347,,,sul2,2024-01-31.1,Bacteria,sulfonamide-resistant dihydropteroate synthase Sul2,Bacteria,Vibrio cholerae MO10 sul2,sulfonamide-resistant dihydropteroate synthase Sul2,,Vibrio cholerae MO10,taxon:345072,Vibrio cholerae MO10,MO10,Vibrio cholerae MO10,MO10,taxon:345072,Vibrio cholerae MO10,http://www.wikidata.org/entity/Q160821
,taeA,,ABC-F type ribosomal protection protein TaeA,core,AMR,AMR,PLEUROMUTILIN,TIAMULIN,WP_071223118.1,NG_063829.1,No,APB03219.1,KX531049.1,+,1,1947,+,1.0,1947.0,27929110,,,taeA,2024-01-31.1,Paenibacillus sp. LC231,ABC-F type ribosomal protection protein TaeA,Paenibacillus sp. LC231,Paenibacillus sp. LC231 taeA,ABC-F type ribosomal protection protein TaeA,,Paenibacillus sp. LC231,taxon:1120679,Paenibacillus sp. LC231,LC231,Paenibacillus sp. LC231,LC231,taxon:1120679,Paenibacillus sp. LC231,http://www.wikidata.org/entity/Q26270468
,tet(38),,tetracycline efflux MFS transporter Tet(38),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_001100293.1,NG_055983.1,No,CAG39166.1,BX571856.1,+,152865,154217,+,101.0,1453.0,,,tet38,tet(38),2024-01-31.1,Staphylococcus,tetracycline efflux MFS transporter Tet(38),Staphylococcus,Staphylococcus aureus subsp. aureus MRSA252 tet(38),tetracycline efflux MFS transporter Tet(38),,Staphylococcus aureus subsp. aureus MRSA252,taxon:282458,Staphylococcus aureus subsp. aureus MRSA252,MRSA252,Staphylococcus aureus subsp. aureus MRSA252,MRSA252,taxon:282458,Staphylococcus aureus subsp. aureus MRSA252,http://www.wikidata.org/entity/Q188121
,tet(38),,tetracycline efflux MFS transporter Tet(38),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_001100294.1,NG_055984.1,No,CAG41879.1,BX571857.1,+,127810,129162,+,101.0,1453.0,,,tet38,tet(38),2024-01-31.1,Staphylococcus,tetracycline efflux MFS transporter Tet(38),Staphylococcus,Staphylococcus aureus subsp. aureus MSSA476 tet(38),tetracycline efflux MFS transporter Tet(38),,Staphylococcus aureus subsp. aureus MSSA476,taxon:282459,Staphylococcus aureus subsp. aureus MSSA476,MSSA476,Staphylococcus aureus subsp. aureus MSSA476,MSSA476,taxon:282459,Staphylococcus aureus subsp. aureus MSSA476,http://www.wikidata.org/entity/Q188121
,tet(38),,tetracycline efflux MFS transporter Tet(38),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_001100300.1,NG_048134.1,No,ABX28186.1,CP000730.1,+,157685,159037,+,101.0,1453.0,17986343,,tet38,tet(38),2024-01-31.1,Staphylococcus,tetracycline efflux MFS transporter Tet(38),Staphylococcus,Staphylococcus aureus subsp. aureus USA300_TCH1516 tet(38),tetracycline efflux MFS transporter Tet(38),,Staphylococcus aureus subsp. aureus USA300_TCH1516,taxon:451516,Staphylococcus aureus subsp. aureus USA300_TCH1516,TCH1516,Staphylococcus aureus subsp. aureus USA300_TCH1516,TCH1516,taxon:451516,Staphylococcus aureus subsp. aureus USA300_TCH1516,http://www.wikidata.org/entity/Q188121
,tet(38),,tetracycline efflux MFS transporter Tet(38),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_001100289.1,NG_048135.1,No,CBI48032.1,FN433596.1,+,162179,163531,+,101.0,1453.0,19948800,,tet38,tet(38),2024-01-31.1,Staphylococcus,tetracycline efflux MFS transporter Tet(38),Staphylococcus,Staphylococcus aureus subsp. aureus TW20 tet(38),tetracycline efflux MFS transporter Tet(38),,Staphylococcus aureus subsp. aureus TW20,taxon:663951,Staphylococcus aureus subsp. aureus TW20,TW20,Staphylococcus aureus subsp. aureus TW20,TW20,taxon:663951,Staphylococcus aureus subsp. aureus TW20,http://www.wikidata.org/entity/Q188121
,tet(38),,tetracycline efflux MFS transporter Tet(38),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_001100296.1,NG_048136.1,No,CCC86880.1,FR821779.1,+,130976,132328,+,101.0,1453.0,,,tet38,tet(38),2024-01-31.1,Staphylococcus,tetracycline efflux MFS transporter Tet(38),Staphylococcus,Staphylococcus aureus subsp. aureus LGA251 tet(38),tetracycline efflux MFS transporter Tet(38),,Staphylococcus aureus subsp. aureus LGA251,taxon:985006,Staphylococcus aureus subsp. aureus LGA251,LGA251,Staphylococcus aureus subsp. aureus LGA251,LGA251,taxon:985006,Staphylococcus aureus subsp. aureus LGA251,http://www.wikidata.org/entity/Q188121
,tet(B),,tetracycline efflux MFS transporter Tet(B),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_063856067.1,NG_048168.1,No,BAC67142.1,AB089594.1,+,1,1206,+,1.0,1206.0,12957921,,tetB,tet(B),2024-01-31.1,Pseudomonas sp. TC69,tetracycline efflux MFS transporter Tet(B),Pseudomonas sp. TC69,Pseudomonas sp. TC69 tet(B),tetracycline efflux MFS transporter Tet(B),,Pseudomonas sp. TC69,taxon:203841,Pseudomonas sp. TC69,TC69,Pseudomonas sp. TC69,TC69,taxon:203841,Pseudomonas sp. TC69,http://www.wikidata.org/entity/Q21365165
,tet(J),,tetracycline efflux MFS transporter Tet(J),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_004245621.1,NG_048199.1,No,EEI47439.1,ACLE01000065.1,+,24957,26153,+,101.0,1297.0,,,tetJ,tet(J),2024-01-31.1,Proteus,tetracycline efflux MFS transporter Tet(J),Proteus,Proteus mirabilis ATCC 29906 tet(J),tetracycline efflux MFS transporter Tet(J),,Proteus mirabilis ATCC 29906,taxon:525369,Proteus mirabilis ATCC 29906,ATCC 29906,Proteus mirabilis ATCC 29906,ATCC 29906,taxon:525369,Proteus mirabilis ATCC 29906,http://www.wikidata.org/entity/Q311273
,tet(K),,tetracycline efflux MFS transporter Tet(K),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_000492284.1,NG_055987.1,No,ABD22939.1,CP000257.1,+,36,1415,+,36.0,1415.0,16517273,,tetK,tet(K),2024-01-31.1,Staphylococcus aureus,tetracycline efflux MFS transporter Tet(K),Staphylococcus aureus,Staphylococcus aureus subsp. aureus USA300_FPR3757 pUSA02 tet(K),tetracycline efflux MFS transporter Tet(K),,Staphylococcus aureus subsp. aureus USA300_FPR3757,taxon:451515,Staphylococcus aureus subsp. aureus USA300_FPR3757,USA300_FPR3757,Staphylococcus aureus subsp. aureus USA300_FPR3757,USA300_FPR3757,taxon:451515,Staphylococcus aureus subsp. aureus USA300_FPR3757,http://www.wikidata.org/entity/Q188121
,tet(M),,tetracycline resistance ribosomal protection protein Tet(M),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_000691737.1,NG_048252.1,No,CBI48346.1,FN433596.1,-,490602,492521,+,101.0,2020.0,19948800,,,tet(M),2024-01-31.1,Bacillota,tetracycline resistance ribosomal protection protein Tet(M),Bacillota,Staphylococcus aureus subsp. aureus TW20 tet(M),tetracycline resistance ribosomal protection protein Tet(M),,Staphylococcus aureus subsp. aureus TW20,taxon:663951,Staphylococcus aureus subsp. aureus TW20,TW20,Staphylococcus aureus subsp. aureus TW20,TW20,taxon:663951,Staphylococcus aureus subsp. aureus TW20,http://www.wikidata.org/entity/Q188121
,tet(O),,tetracycline resistance ribosomal protection protein Tet(O),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_011187228.1,NG_048260.1,No,AAR29535.1,AY394561.1,+,1,1920,+,1.0,1920.0,15470128,,,tet(O),2024-01-31.1,Campylobacter,tetracycline resistance ribosomal protection protein Tet(O),Campylobacter,Campylobacter jejuni subsp. jejuni 81-176 pTet tet(O),tetracycline resistance ribosomal protection protein Tet(O),,Campylobacter jejuni subsp. jejuni 81-176,taxon:354242,Campylobacter jejuni subsp. jejuni 81-176,81-176,Campylobacter jejuni subsp. jejuni 81-176,81-176,taxon:354242,Campylobacter jejuni subsp. jejuni 81-176,http://www.wikidata.org/entity/Q265488
,tet(O),,tetracycline resistance ribosomal protection protein Tet(O),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_012775603.1,NG_048266.1,No,CAZ55807.1,FM252032.1,+,1033039,1034958,+,101.0,2020.0,19603075,,,tet(O),2024-01-31.1,Streptococcus suis,tetracycline resistance ribosomal protection protein Tet(O),Streptococcus suis,Streptococcus suis BM407 tet(O),tetracycline resistance ribosomal protection protein Tet(O),,Streptococcus suis BM407,taxon:568814,Streptococcus suis BM407,BM407,Streptococcus suis BM407,BM407,taxon:568814,Streptococcus suis BM407,http://www.wikidata.org/entity/Q287694
,tet(W),,tetracycline resistance ribosomal protection protein Tet(W),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_011526261.1,NG_055990.1,No,CAJ54235.1,AM180252.1,-,225939,227858,+,101.0,2020.0,,,,tet(W),2024-01-31.1,Bacteria,tetracycline resistance ribosomal protection protein Tet(W),Bacteria,Lawsonia intracellularis PHE/MN1-00 tet(W),tetracycline resistance ribosomal protection protein Tet(W),,Lawsonia intracellularis PHE/MN1-00,taxon:363253,Lawsonia intracellularis PHE/MN1-00,PHE/MN1-00,Lawsonia intracellularis PHE/MN1-00,PHE/MN1-00,taxon:363253,Lawsonia intracellularis PHE/MN1-00,http://www.wikidata.org/entity/Q16992002
,tet(W),,tetracycline resistance ribosomal protection protein Tet(W),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_063856418.1,NG_048290.1,No,ABC18266.1,DQ294299.1,+,2900,4819,+,101.0,2020.0,16870752,,,tet(W),2024-01-31.1,Bifidobacterium longum,tetracycline resistance ribosomal protection protein Tet(W),Bifidobacterium longum,Bifidobacterium longum subsp. longum F8 tet(W),tetracycline resistance ribosomal protection protein Tet(W),,Bifidobacterium longum subsp. longum F8,taxon:722911,Bifidobacterium longum subsp. longum F8,F8,Bifidobacterium longum subsp. longum F8,F8,taxon:722911,Bifidobacterium longum subsp. longum F8,http://www.wikidata.org/entity/Q4904768
,tetA(58),,tetracycline efflux ABC transporter Tet(58) subunit A,core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_071223303.1,NG_056048.1,No,APB03214.1,KX531044.1,+,1,1032,+,1.0,1032.0,27929110,,,tetA(58),2024-01-31.1,Paenibacillus sp. LC231,tetracycline efflux ABC transporter Tet(58) subunit A,Paenibacillus sp. LC231,Paenibacillus sp. LC231 tetA(58),tetracycline efflux ABC transporter Tet(58) subunit A,,Paenibacillus sp. LC231,taxon:1120679,Paenibacillus sp. LC231,LC231,Paenibacillus sp. LC231,LC231,taxon:1120679,Paenibacillus sp. LC231,http://www.wikidata.org/entity/Q26270468
,tetB(58),,tetracycline efflux ABC transporter Tet(58) subunit B,core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,WP_071223302.1,NG_056049.1,No,APB03215.1,KX531045.1,+,1,816,+,1.0,816.0,27929110,,,tetB(58),2024-01-31.1,unclassified Paenibacillus,tetracycline efflux ABC transporter Tet(58) subunit B,unclassified Paenibacillus,Paenibacillus sp. LC231 tetB(58),tetracycline efflux ABC transporter Tet(58) subunit B,,Paenibacillus sp. LC231,taxon:1120679,Paenibacillus sp. LC231,LC231,Paenibacillus sp. LC231,LC231,taxon:1120679,Paenibacillus sp. LC231,http://www.wikidata.org/entity/Q26270468
,tva(B),,ABC-F type ribosomal protection protein Tva(B),core,AMR,AMR,PLEUROMUTILIN,TIAMULIN,WP_014936356.1,NG_066688.1,No,AFR71179.1,CP003490.1,-,1915789,1917303,+,101.0,1615.0,,,,tva(B),2024-01-31.1,Brachyspira,ABC-F type ribosomal protection protein Tva(B),Brachyspira,Brachyspira pilosicoli B2904 tva(B),ABC-F type ribosomal protection protein Tva(B),,Brachyspira pilosicoli B2904,taxon:1133568,Brachyspira pilosicoli B2904,B2904,Brachyspira pilosicoli B2904,B2904,taxon:1133568,Brachyspira pilosicoli B2904,http://www.wikidata.org/entity/Q4953571
,vanA-Ao2,,D-alanine--(R)-lactate ligase VanA-Ao2,core,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_016331865.1,NG_048330.1,No,AEI58860.1,HQ679900.1,+,1034,2080,+,101.0,1147.0,,,,vanA-Ao2,2024-01-31.1,Amycolatopsis,D-alanine--(R)-lactate ligase VanA-Ao2,Amycolatopsis,Amycolatopsis orientalis HCCB10007 vanA-Ao2,D-alanine--(R)-lactate ligase VanA-Ao2,,Amycolatopsis orientalis HCCB10007,taxon:1156913,Amycolatopsis orientalis HCCB10007,HCCB10007,Amycolatopsis orientalis HCCB10007,HCCB10007,taxon:1156913,Amycolatopsis orientalis HCCB10007,http://www.wikidata.org/entity/Q25836134
,vanH-Ao2,,D-lactate dehydrogenase VanH-Ao2,core,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_063856700.1,NG_048375.1,No,AEI58859.1,HQ679900.1,+,1,1032,+,1.0,1032.0,,,,vanH-Ao2,2024-01-31.1,Amycolatopsis orientalis,D-lactate dehydrogenase VanH-Ao2,Amycolatopsis orientalis,Amycolatopsis orientalis HCCB10007 vanH-Ao2,D-lactate dehydrogenase VanH-Ao2,,Amycolatopsis orientalis HCCB10007,taxon:1156913,Amycolatopsis orientalis HCCB10007,HCCB10007,Amycolatopsis orientalis HCCB10007,HCCB10007,taxon:1156913,Amycolatopsis orientalis HCCB10007,http://www.wikidata.org/entity/Q25836134
,vanI,,D-alanine--(R)-lactate ligase VanI,core,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_018211347.1,NG_050603.1,Yes,,AQZD01000005.1,+,221614,222651,+,101.0,1138.0,,,,vanI,2024-01-31.1,Desulfitobacterium hafniense,D-alanine--(R)-lactate ligase VanI,Desulfitobacterium hafniense,Desulfitobacterium hafniense TCP-A vanI,D-alanine--(R)-lactate ligase VanI,,Desulfitobacterium hafniense TCP-A,taxon:872024,,,Desulfitobacterium hafniense TCP-A,TCP-A,taxon:872024,Desulfitobacterium hafniense TCP-A,http://www.wikidata.org/entity/Q3706079
,vanI,,D-alanine--(R)-lactate ligase VanI,core,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_015943583.1,NG_050602.1,Yes,,ARAZ01000048.1,+,250671,251696,+,101.0,1126.0,,,,vanI,2024-01-31.1,Desulfitobacterium,D-alanine--(R)-lactate ligase VanI,Desulfitobacterium,Desulfitobacterium hafniense PCP-1 vanI,D-alanine--(R)-lactate ligase VanI,,Desulfitobacterium hafniense PCP-1,taxon:1090321,,,Desulfitobacterium hafniense PCP-1,PCP-1,taxon:1090321,Desulfitobacterium hafniense PCP-1,http://www.wikidata.org/entity/Q3706079
,vanK-I,,peptidoglycan bridge formation peptidyltransferase VanK-I,core,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_011461306.1,NG_055989.1,No,BAE85481.1,AP008230.1,-,4204950,4206077,+,101.0,1228.0,,,vanKI,vanK-I,2024-01-31.1,Desulfitobacterium hafniense,peptidoglycan bridge formation peptidyltransferase VanK-I,Desulfitobacterium hafniense,Desulfitobacterium hafniense Y51 vanK-I,peptidoglycan bridge formation peptidyltransferase VanK-I,,Desulfitobacterium hafniense Y51,taxon:138119,Desulfitobacterium hafniense Y51,Y51,Desulfitobacterium hafniense Y51,Y51,taxon:138119,Desulfitobacterium hafniense Y51,http://www.wikidata.org/entity/Q3706079
,vanR-I,,vancomycin resistance response regulator transcription factor VanR-I,core,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_011461303.1,NG_055642.1,No,BAE85478.1,AP008230.1,-,4201993,4202691,+,101.0,799.0,,,,vanR-I,2024-01-31.1,Desulfitobacterium hafniense,vancomycin resistance response regulator transcription factor VanR-I,Desulfitobacterium hafniense,Desulfitobacterium hafniense Y51 vanR-I,vancomycin resistance response regulator transcription factor VanR-I,,Desulfitobacterium hafniense Y51,taxon:138119,Desulfitobacterium hafniense Y51,Y51,Desulfitobacterium hafniense Y51,Y51,taxon:138119,Desulfitobacterium hafniense Y51,http://www.wikidata.org/entity/Q3706079
,vanS-I,,vancomycin resistance histidine kinase VanS-I,core,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_011461302.1,NG_149654.1,No,BAE85477.1,AP008230.1,-,4200837,4202015,+,101.0,1279.0,,,vanSI,vanS-I,2024-01-31.1,Desulfitobacterium hafniense,vancomycin resistance histidine kinase VanS-I,Desulfitobacterium hafniense,Desulfitobacterium hafniense Y51 vanS-I,vancomycin resistance histidine kinase VanS-I,,Desulfitobacterium hafniense Y51,taxon:138119,Desulfitobacterium hafniense Y51,Y51,Desulfitobacterium hafniense Y51,Y51,taxon:138119,Desulfitobacterium hafniense Y51,http://www.wikidata.org/entity/Q3706079
,vanW-I,,glycopeptide resistance accessory protein VanW-I,core,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_005813024.1,NG_055764.1,No,BAE83690.1,AP008230.1,-,2195401,2196522,+,101.0,1222.0,,,,vanW-I,2024-01-31.1,Desulfitobacterium hafniense,glycopeptide resistance accessory protein VanW-I,Desulfitobacterium hafniense,Desulfitobacterium hafniense Y51 vanW-I,glycopeptide resistance accessory protein VanW-I,,Desulfitobacterium hafniense Y51,taxon:138119,Desulfitobacterium hafniense Y51,Y51,Desulfitobacterium hafniense Y51,Y51,taxon:138119,Desulfitobacterium hafniense Y51,http://www.wikidata.org/entity/Q3706079
,vanX-Ao2,,D-Ala-D-Ala dipeptidase VanX-Ao2,core,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_016331866.1,NG_048480.1,No,AEI58861.1,HQ679900.1,+,2070,2678,+,101.0,709.0,,,,vanX-Ao2,2024-01-31.1,Amycolatopsis,D-Ala-D-Ala dipeptidase VanX-Ao2,Amycolatopsis,Amycolatopsis orientalis HCCB10007 vanX-Ao2,D-Ala-D-Ala dipeptidase VanX-Ao2,,Amycolatopsis orientalis HCCB10007,taxon:1156913,Amycolatopsis orientalis HCCB10007,HCCB10007,Amycolatopsis orientalis HCCB10007,HCCB10007,taxon:1156913,Amycolatopsis orientalis HCCB10007,http://www.wikidata.org/entity/Q25836134
,vanX-I,,D-Ala-D-Ala dipeptidase VanX-I,core,AMR,AMR,GLYCOPEPTIDE,VANCOMYCIN,WP_015943580.1,NG_055644.1,No,ACL19707.1,CP001336.1,+,1776505,1777113,+,101.0,709.0,25042042,,,vanX-I,2024-01-31.1,Desulfitobacterium hafniense,D-Ala-D-Ala dipeptidase VanX-I,Desulfitobacterium hafniense,Desulfitobacterium hafniense DCB-2 vanX-I,D-Ala-D-Ala dipeptidase VanX-I,,Desulfitobacterium hafniense DCB-2,taxon:272564,Desulfitobacterium hafniense DCB-2,DCB-2,Desulfitobacterium hafniense DCB-2,DCB-2,taxon:272564,Desulfitobacterium hafniense DCB-2,http://www.wikidata.org/entity/Q3706079
,vatI,,streptogramin A O-acetyltransferase Vat(I),core,AMR,AMR,STREPTOGRAMIN,STREPTOGRAMIN,WP_071218948.1,NG_055656.1,No,APB03220.1,KX531050.1,+,1,633,+,1.0,633.0,27929110,,,vat(I),2024-01-31.1,Paenibacillus sp. LC231,streptogramin A O-acetyltransferase Vat(I),Paenibacillus sp. LC231,Paenibacillus sp. LC231 vatI,streptogramin A O-acetyltransferase Vat(I),,Paenibacillus sp. LC231,taxon:1120679,Paenibacillus sp. LC231,LC231,Paenibacillus sp. LC231,LC231,taxon:1120679,Paenibacillus sp. LC231,http://www.wikidata.org/entity/Q26270468
,vga(G),,ABC-F type ribosomal protection protein Vga(G),core,AMR,AMR,LINCOSAMIDE,LINCOSAMIDE,WP_010989615.1,NG_050599.1,No,CAC98997.1,AL591977.1,+,66031,67602,+,101.0,1672.0,,,,vga(G),2024-01-31.1,Listeria monocytogenes,ABC-F type ribosomal protection protein Vga(G),Listeria monocytogenes,Listeria monocytogenes EGD-e vga(G),ABC-F type ribosomal protection protein Vga(G),,Listeria monocytogenes EGD-e,taxon:169963,Listeria monocytogenes EGD-e,EGD-e,Listeria monocytogenes EGD-e,EGD-e,taxon:169963,Listeria monocytogenes EGD-e,http://www.wikidata.org/entity/Q292015
,vgbC,,streptogramin B lyase Vgb(C),core,AMR,AMR,STREPTOGRAMIN,STREPTOGRAMIN,WP_071219112.1,NG_056050.1,No,APB03225.1,KX531055.1,+,1,891,+,1.0,891.0,27929110,,,vgb(C),2024-01-31.1,Paenibacillus sp. LC231,streptogramin B lyase Vgb(C),Paenibacillus sp. LC231,Paenibacillus sp. LC231 vgbC,streptogramin B lyase Vgb(C),,Paenibacillus sp. LC231,taxon:1120679,Paenibacillus sp. LC231,LC231,Paenibacillus sp. LC231,LC231,taxon:1120679,Paenibacillus sp. LC231,http://www.wikidata.org/entity/Q26270468
folP_F25I,folP,Streptococcus_pyogenes,dihydropteroate synthase FolP,core,AMR,POINT,SULFONAMIDE,SULFONAMIDE,WP_011017740.1,NC_003485.1,No,AAL97684.1,AE009949.1,+,878482,879282,+,878482.0,879282.0,9593127,,,,2024-01-31.1,Streptococcus pyogenes,dihydropteroate synthase,Streptococcus pyogenes,Streptococcus pyo,"s MGAS8232, complete sequenc",,Streptococcus pyogenes MGAS8232,taxon:186103,Streptococcus pyogenes MGAS8232,MGAS8232,Streptococcus pyogenes MGAS8232,MGAS8232,taxon:186103,Streptococcus pyogenes MGAS8232,http://www.wikidata.org/entity/Q131271
